1.115953, 1.062686, 1.177211, 0.069248, 0.069248, 0.069248, 0.109198, 0.087891, 0.154476, 2.622472, 2.427151, 2.714388, 0.527558, -0.052660, 1.172884, 10.004458, 9.809137, 10.115523
1.048037, 0.902883, 1.177211, 0.069780, 0.069248, 0.074574, 0.097479, 0.085228, 0.154476, 2.375448, 1.804805, 2.714388, 1.024478, -0.052660, 1.776081, 10.038927, 9.809137, 10.115523
0.959347, 0.655190, 1.177211, 0.077238, 0.069248, 0.111862, 0.091975, 0.074574, 0.154476, 2.107999, 1.383524, 2.714388, 1.209267, -0.052660, 1.776081, 10.035735, 9.809137, 10.115523
0.832038, 0.261010, 1.177211, 0.087492, 0.069248, 0.122515, 0.083097, 0.037287, 0.154476, 1.958476, 1.383524, 2.714388, 1.046021, -0.062235, 1.776081, 9.994405, 9.761265, 10.115523
0.678095, -0.085228, 1.177211, 0.087146, 0.061258, 0.122515, 0.066478, -0.037287, 0.154476, 1.910891, 1.383524, 2.714388, 0.692624, -1.182458, 1.776081, 9.939351, 9.694242, 10.115523
0.543594, -0.151812, 1.177211, 0.079812, 0.031960, 0.122515, 0.039595, -0.146485, 0.154476, 1.891614, 1.383524, 2.714388, 0.367982, -1.326077, 1.776081, 9.893393, 9.627220, 10.115523
0.471569, -0.151812, 1.177211, 0.071226, 0.010653, 0.122515, 0.005327, -0.239704, 0.154476, 1.895900, 1.383524, 2.714388, 0.214881, -1.326077, 1.776081, 9.866037, 9.617646, 10.115523
0.467089, -0.151812, 1.177211, 0.062656, -0.002663, 0.122515, -0.028565, -0.282317, 0.154476, 1.915151, 1.383524, 2.714388, 0.220454, -1.326077, 1.776081, 9.820866, 9.167642, 10.115523
0.499885, -0.151812, 1.177211, 0.054333, -0.023970, 0.122515, -0.056641, -0.284981, 0.154476, 1.944380, 1.383524, 2.714388, 0.352663, -1.326077, 1.814379, 9.710626, 8.641041, 10.115523
0.534006, -0.151812, 1.177211, 0.044265, -0.069248, 0.122515, -0.076705, -0.284981, 0.154476, 1.941912, 1.383524, 2.714388, 0.501515, -1.326077, 1.890976, 9.614391, 8.641041, 10.115523
